FIPS,Category,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*",2010 Population,CO 8-hr (ppm),Pb 3-mo (µg/m3),NO2 AM (ppb),NO2 1-hr (ppb),O3 8-hr (ppm),PM10 24-hr (µg/m3),PM2.5 Wtd AM (µg/m3),PM2.5 24-hr (µg/m3),SO2 1-hr (ppb)
24021,"Forces of nature, war, and legal intervention",0.23,0.5,0.26,0.15,0.17,1.58,0.33,0.06,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Unintentional injuries,21.35,19.24,16.1,15.32,15.01,15.46,15.69,15.25,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Nutritional deficiencies,1.14,1.09,0.94,0.84,0.77,0.55,0.42,0.4,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,"Other communicable, maternal, neonatal, and nutritional diseases",1.24,1.38,1.69,2.1,2.23,1.45,0.98,0.99,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Cardiovascular diseases,498.94,461.1,396.45,355.56,321.83,284.91,237.76,246.27,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,"Diarrhea, lower respiratory, and other common infectious diseases",36.85,37.71,39.09,38.4,37.49,36.77,33.72,34.09,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Maternal disorders,0.18,0.16,0.19,0.18,0.19,0.27,0.28,0.27,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Other non-communicable diseases,7.75,7.15,6.49,5.57,5.02,4.6,4.15,4.19,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Self-harm and interpersonal violence,16.65,17.11,17.5,16.36,15.74,16.6,17.27,18.55,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Neoplasms,246.98,242.77,231.3,220.6,207.46,190.59,174.95,175.66,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Transport injuries,25.45,21.09,19.7,16.93,15.69,13.92,11.93,10.35,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24021,Neglected tropical diseases and malaria,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.03,233385.0,ND,ND,ND,ND,0.074,ND,ND,ND,ND
24023,Neonatal disorders,9.59,7.32,6.32,4.89,4.75,4.75,4.06,3.65,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,HIV/AIDS and tuberculosis,0.82,1.06,4.18,6.77,1.91,1.46,0.85,0.67,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Musculoskeletal disorders,2.06,2.08,2.17,2.35,2.5,2.31,2.0,1.96,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,"Diabetes, urogenital, blood, and endocrine diseases",47.19,48.39,50.3,55.28,59.78,61.6,58.51,57.84,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Digestive diseases,17.82,17.34,16.29,15.9,15.15,14.22,13.12,12.78,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Chronic respiratory diseases,48.71,50.23,51.5,56.75,62.18,62.19,59.54,59.21,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Neurological disorders,58.5,62.11,66.2,71.62,75.03,82.17,84.42,79.95,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Cirrhosis and other chronic liver diseases,16.32,15.72,14.79,14.25,14.17,14.77,15.34,15.45,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Mental and substance use disorders,1.55,1.66,1.98,2.49,3.3,5.19,6.54,6.75,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,"Forces of nature, war, and legal intervention",0.31,0.29,0.24,0.18,0.19,1.0,0.18,0.04,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Unintentional injuries,24.54,22.11,19.55,19.2,18.76,19.4,19.56,19.57,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Nutritional deficiencies,1.52,1.55,1.5,1.62,1.65,1.24,1.03,1.01,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,"Other communicable, maternal, neonatal, and nutritional diseases",1.13,1.28,1.67,2.22,2.25,1.46,0.99,0.97,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Cardiovascular diseases,554.87,511.69,444.14,421.92,391.66,333.65,292.75,289.25,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,"Diarrhea, lower respiratory, and other common infectious diseases",33.95,35.6,35.01,35.85,34.06,31.48,28.29,29.36,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Maternal disorders,0.19,0.18,0.22,0.24,0.22,0.29,0.29,0.27,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Other non-communicable diseases,9.25,8.68,8.4,7.58,7.03,6.77,6.44,6.35,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Self-harm and interpersonal violence,18.19,18.54,18.36,18.65,16.86,18.28,18.71,19.4,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Neoplasms,208.69,206.14,202.22,202.27,192.39,182.08,171.37,169.52,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Transport injuries,30.57,27.49,26.44,25.97,24.87,24.97,21.91,20.94,30097.0,1,ND,1,9,0.067,ND,6,23,3
24023,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,30097.0,1,ND,1,9,0.067,ND,6,23,3
24025,Neonatal disorders,7.23,5.6,4.66,3.71,3.59,3.69,3.16,2.75,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,HIV/AIDS and tuberculosis,1.2,1.57,5.39,8.74,3.1,2.75,1.79,1.42,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Musculoskeletal disorders,2.75,2.73,2.71,2.89,2.99,2.82,2.37,2.29,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,"Diabetes, urogenital, blood, and endocrine diseases",64.74,62.96,57.43,59.71,57.82,54.99,48.5,46.82,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Digestive diseases,18.5,18.13,16.71,16.53,15.52,15.01,13.96,14.06,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Chronic respiratory diseases,39.7,41.73,41.95,46.22,50.31,50.5,47.94,47.37,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Neurological disorders,83.26,87.19,90.49,97.78,101.47,109.12,108.29,109.24,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Cirrhosis and other chronic liver diseases,15.39,14.26,13.05,11.86,11.37,12.04,12.03,12.09,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Mental and substance use disorders,1.9,2.16,2.14,2.46,3.55,5.13,6.73,6.84,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,"Forces of nature, war, and legal intervention",0.15,0.17,0.13,0.12,0.19,0.72,0.16,0.03,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Unintentional injuries,20.4,18.43,16.01,16.42,15.98,17.05,17.99,17.85,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Nutritional deficiencies,2.27,2.36,2.19,2.22,2.08,1.52,1.36,1.2,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,"Other communicable, maternal, neonatal, and nutritional diseases",1.24,1.4,1.73,2.17,2.33,1.55,1.15,1.08,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Cardiovascular diseases,561.42,518.5,422.82,392.46,349.2,297.64,252.35,251.4,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,"Diarrhea, lower respiratory, and other common infectious diseases",33.33,36.91,35.49,38.46,36.84,36.93,35.47,34.6,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Maternal disorders,0.19,0.18,0.19,0.18,0.21,0.32,0.36,0.33,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Other non-communicable diseases,9.1,8.28,7.48,6.55,5.82,5.47,4.92,4.93,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Self-harm and interpersonal violence,16.84,18.28,18.38,20.62,18.49,21.09,22.9,24.13,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Neoplasms,262.14,258.61,241.52,238.43,219.0,207.63,190.44,191.13,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Transport injuries,29.79,25.12,20.95,18.75,17.27,16.0,13.22,11.86,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24025,Neglected tropical diseases and malaria,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.03,244826.0,ND,ND,ND,ND,0.075,ND,7.6,24,ND
24027,Neonatal disorders,6.88,5.07,4.11,3.14,3.1,2.96,2.45,2.11,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,HIV/AIDS and tuberculosis,0.92,1.25,4.22,6.49,2.56,2.12,1.37,1.09,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Musculoskeletal disorders,2.63,2.56,2.58,2.79,2.98,2.75,2.37,2.27,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,"Diabetes, urogenital, blood, and endocrine diseases",60.48,55.84,48.88,50.24,48.27,45.68,40.35,36.54,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Digestive diseases,19.78,18.27,16.41,15.49,14.36,13.22,11.94,11.22,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Chronic respiratory diseases,43.34,41.37,38.66,39.75,40.09,36.14,31.95,28.89,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Neurological disorders,139.36,133.37,119.2,119.94,121.48,109.59,99.72,98.56,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Cirrhosis and other chronic liver diseases,12.34,11.04,9.46,8.67,8.26,8.22,8.37,8.01,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Mental and substance use disorders,1.75,1.64,1.65,1.67,2.34,2.83,3.1,3.29,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,"Forces of nature, war, and legal intervention",0.14,0.13,0.1,0.08,0.1,0.53,0.11,0.05,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Unintentional injuries,18.59,15.8,13.24,13.24,13.2,12.78,13.45,12.89,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Nutritional deficiencies,1.29,1.18,1.03,1.03,0.96,0.65,0.49,0.43,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,"Other communicable, maternal, neonatal, and nutritional diseases",1.18,1.28,1.54,1.93,2.22,1.49,1.04,1.01,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Cardiovascular diseases,479.31,417.99,344.29,306.46,283.55,230.92,197.34,185.03,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,"Diarrhea, lower respiratory, and other common infectious diseases",36.57,38.61,36.74,38.83,37.36,35.59,31.79,32.3,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Maternal disorders,0.16,0.14,0.17,0.17,0.17,0.26,0.27,0.27,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Other non-communicable diseases,8.62,7.59,6.76,5.84,5.23,4.73,4.27,4.08,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Self-harm and interpersonal violence,15.85,14.8,14.1,14.29,13.45,12.85,13.71,13.43,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Neoplasms,253.32,235.75,214.88,202.51,182.93,163.59,145.68,137.56,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Transport injuries,19.49,15.72,12.78,11.14,9.9,8.93,7.25,6.16,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24027,Neglected tropical diseases and malaria,0.02,0.02,0.02,0.01,0.02,0.04,0.04,0.03,287085.0,1,ND,15,45,ND,ND,8.4,27,ND
24029,Neonatal disorders,9.2,6.9,5.9,4.61,4.5,4.4,3.77,3.35,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,HIV/AIDS and tuberculosis,1.4,2.09,7.3,11.99,4.26,3.62,2.38,1.97,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Musculoskeletal disorders,2.99,2.96,3.02,3.15,3.29,2.99,2.56,2.48,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,"Diabetes, urogenital, blood, and endocrine diseases",58.68,55.4,53.65,53.56,53.77,51.18,45.39,43.47,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Digestive diseases,22.36,21.48,20.17,19.38,18.34,17.41,16.11,15.79,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Chronic respiratory diseases,43.8,45.07,46.06,49.7,52.58,51.5,48.34,47.14,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Neurological disorders,80.42,86.54,90.17,93.91,100.63,106.13,107.44,114.66,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Cirrhosis and other chronic liver diseases,19.73,18.38,16.81,15.44,14.91,15.37,15.65,15.38,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Mental and substance use disorders,2.42,2.42,2.81,3.18,4.26,6.24,7.9,8.53,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,"Forces of nature, war, and legal intervention",0.31,0.48,0.24,0.22,0.25,1.31,0.32,0.08,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Unintentional injuries,29.73,26.14,22.57,21.54,20.75,21.57,20.99,20.89,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Nutritional deficiencies,1.99,1.84,1.65,1.6,1.52,1.09,0.87,0.81,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,"Other communicable, maternal, neonatal, and nutritional diseases",1.51,1.69,2.03,2.49,2.85,1.88,1.33,1.34,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Cardiovascular diseases,549.62,501.88,431.01,389.08,350.75,292.75,251.59,247.57,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,"Diarrhea, lower respiratory, and other common infectious diseases",34.18,35.28,34.43,36.22,34.22,31.37,30.83,30.46,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Maternal disorders,0.32,0.28,0.28,0.25,0.27,0.37,0.41,0.41,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Other non-communicable diseases,10.22,9.38,8.79,7.51,6.75,6.3,5.68,5.57,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Self-harm and interpersonal violence,22.66,22.64,23.99,23.02,21.16,23.39,24.33,25.6,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Neoplasms,267.87,261.87,255.72,248.98,230.57,215.8,199.94,196.4,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Transport injuries,39.28,32.44,30.1,27.38,24.68,23.43,19.14,17.78,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24029,Neglected tropical diseases and malaria,0.04,0.04,0.03,0.02,0.03,0.05,0.04,0.04,20197.0,ND,ND,ND,ND,0.072,ND,6.3,21,ND
24031,Neonatal disorders,12.92,9.65,8.58,7.26,6.5,6.23,5.24,4.42,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,HIV/AIDS and tuberculosis,1.35,3.07,10.97,20.38,7.21,6.27,4.13,3.18,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Musculoskeletal disorders,2.8,2.92,3.08,3.47,3.76,3.49,2.92,2.74,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,"Diabetes, urogenital, blood, and endocrine diseases",48.74,50.66,49.6,61.67,61.97,57.2,52.16,48.67,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Digestive diseases,19.02,18.24,16.92,16.54,14.95,13.6,12.2,11.25,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Chronic respiratory diseases,36.63,37.18,37.13,38.53,37.73,33.5,29.47,26.31,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Neurological disorders,102.06,95.0,94.81,91.76,84.55,73.22,82.29,78.13,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Cirrhosis and other chronic liver diseases,17.61,15.91,13.75,12.31,11.12,11.0,10.12,9.35,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Mental and substance use disorders,3.53,4.92,2.36,3.01,3.33,3.67,3.93,4.22,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,"Forces of nature, war, and legal intervention",0.17,0.17,0.13,0.14,0.19,0.66,0.24,0.05,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Unintentional injuries,19.3,18.5,17.62,16.51,14.43,15.32,14.2,13.76,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Nutritional deficiencies,1.99,1.82,1.46,1.71,1.42,0.88,0.7,0.61,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,"Other communicable, maternal, neonatal, and nutritional diseases",1.64,1.87,2.06,2.86,2.9,1.87,1.46,1.39,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Cardiovascular diseases,421.67,405.38,353.16,321.65,305.68,253.91,224.17,204.62,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,"Diarrhea, lower respiratory, and other common infectious diseases",35.86,33.45,35.21,42.82,37.93,34.9,32.17,30.91,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Maternal disorders,0.31,0.25,0.25,0.2,0.27,0.38,0.47,0.45,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Other non-communicable diseases,10.32,9.99,9.14,7.67,6.97,6.4,5.89,5.55,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Self-harm and interpersonal violence,21.17,19.31,22.39,22.31,18.72,20.11,16.58,16.23,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Neoplasms,235.36,233.38,222.15,217.59,195.76,179.16,163.36,155.85,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Transport injuries,19.74,18.52,15.64,14.92,13.46,12.63,10.15,9.1,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24031,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,971777.0,ND,ND,ND,ND,0.068,ND,6.6,24,ND
24033,Neonatal disorders,12.92,9.65,8.58,7.26,6.5,6.23,5.24,4.42,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,HIV/AIDS and tuberculosis,1.35,3.07,10.97,20.38,7.21,6.27,4.13,3.18,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Musculoskeletal disorders,2.8,2.92,3.08,3.47,3.76,3.49,2.92,2.74,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,"Diabetes, urogenital, blood, and endocrine diseases",48.74,50.66,49.6,61.67,61.97,57.2,52.16,48.67,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Digestive diseases,19.02,18.24,16.92,16.54,14.95,13.6,12.2,11.25,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Chronic respiratory diseases,36.63,37.18,37.13,38.53,37.73,33.5,29.47,26.31,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Neurological disorders,102.06,95.0,94.81,91.76,84.55,73.22,82.29,78.13,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Cirrhosis and other chronic liver diseases,17.61,15.91,13.75,12.31,11.12,11.0,10.12,9.35,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Mental and substance use disorders,3.53,4.92,2.36,3.01,3.33,3.67,3.93,4.22,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,"Forces of nature, war, and legal intervention",0.17,0.17,0.13,0.14,0.19,0.66,0.24,0.05,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Unintentional injuries,19.3,18.5,17.62,16.51,14.43,15.32,14.2,13.76,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Nutritional deficiencies,1.99,1.82,1.46,1.71,1.42,0.88,0.7,0.61,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,"Other communicable, maternal, neonatal, and nutritional diseases",1.64,1.87,2.06,2.86,2.9,1.87,1.46,1.39,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Cardiovascular diseases,421.67,405.38,353.16,321.65,305.68,253.91,224.17,204.62,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,"Diarrhea, lower respiratory, and other common infectious diseases",35.86,33.45,35.21,42.82,37.93,34.9,32.17,30.91,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Maternal disorders,0.31,0.25,0.25,0.2,0.27,0.38,0.47,0.45,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Other non-communicable diseases,10.32,9.99,9.14,7.67,6.97,6.4,5.89,5.55,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Self-harm and interpersonal violence,21.17,19.31,22.39,22.31,18.72,20.11,16.58,16.23,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Neoplasms,235.36,233.38,222.15,217.59,195.76,179.16,163.36,155.85,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Transport injuries,19.74,18.52,15.64,14.92,13.46,12.63,10.15,9.1,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24033,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,863420.0,1,ND,6,35,0.073,41,7.7,26,1
24043,Neonatal disorders,7.01,5.22,4.51,3.63,3.46,3.61,3.09,2.77,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,HIV/AIDS and tuberculosis,1.17,1.61,6.21,10.19,3.27,2.87,1.82,1.5,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Musculoskeletal disorders,2.37,2.39,2.51,2.78,3.01,2.81,2.46,2.46,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,"Diabetes, urogenital, blood, and endocrine diseases",50.3,53.02,55.91,64.75,75.84,77.47,72.78,76.47,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Digestive diseases,18.76,18.12,17.28,17.26,16.56,15.68,14.68,14.62,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Chronic respiratory diseases,42.12,44.5,47.68,55.28,62.23,63.38,63.13,65.56,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Neurological disorders,70.86,74.02,75.19,81.6,81.97,87.84,95.82,84.52,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Cirrhosis and other chronic liver diseases,14.43,14.16,13.31,13.69,14.22,15.34,16.68,17.43,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Mental and substance use disorders,2.24,2.42,2.43,3.0,4.34,5.79,7.18,8.47,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,"Forces of nature, war, and legal intervention",0.18,0.25,0.15,0.13,0.14,0.68,0.14,0.03,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Unintentional injuries,20.15,17.83,16.67,16.57,16.02,17.44,18.39,18.89,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Nutritional deficiencies,1.54,1.53,1.36,1.46,1.35,1.07,0.86,0.82,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,"Other communicable, maternal, neonatal, and nutritional diseases",1.32,1.48,1.84,2.5,2.41,1.64,1.12,1.12,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Cardiovascular diseases,529.94,490.63,421.39,403.81,364.2,317.21,272.28,289.63,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,"Diarrhea, lower respiratory, and other common infectious diseases",36.47,38.19,40.32,42.44,37.47,37.69,35.7,35.0,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Maternal disorders,0.2,0.17,0.2,0.19,0.19,0.27,0.29,0.27,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Other non-communicable diseases,8.67,8.05,7.51,6.91,6.46,6.13,5.77,5.84,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Self-harm and interpersonal violence,16.09,16.28,17.59,18.49,17.78,20.1,21.14,24.73,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Neoplasms,232.5,229.59,228.3,235.43,224.96,215.34,206.05,208.16,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Transport injuries,22.17,19.75,18.85,17.31,16.55,16.68,13.56,12.88,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
24043,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,147430.0,ND,ND,ND,ND,0.068,ND,7.2,26,ND
25001,Neonatal disorders,6.37,4.73,4.01,3.24,2.92,2.9,2.45,2.17,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,HIV/AIDS and tuberculosis,1.51,3.01,10.41,16.84,5.0,3.98,2.24,1.87,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Musculoskeletal disorders,2.43,2.43,2.48,2.69,2.86,2.57,2.28,2.21,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,"Diabetes, urogenital, blood, and endocrine diseases",37.89,37.32,37.82,40.67,41.22,41.12,39.87,39.3,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Digestive diseases,17.05,16.39,15.43,14.67,13.66,12.85,12.0,11.67,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Chronic respiratory diseases,31.67,33.48,35.44,39.57,43.95,43.65,42.88,42.06,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Neurological disorders,122.03,125.24,111.75,112.74,116.32,100.77,99.99,99.01,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Cirrhosis and other chronic liver diseases,18.73,17.28,15.27,14.36,14.01,14.7,14.84,14.4,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Mental and substance use disorders,2.63,3.13,4.53,5.66,7.89,14.41,19.02,24.66,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,"Forces of nature, war, and legal intervention",0.15,0.15,0.12,0.1,0.11,0.59,0.14,0.03,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Unintentional injuries,19.94,18.13,16.2,15.49,14.84,15.9,17.07,15.22,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Nutritional deficiencies,1.01,1.05,1.05,1.1,1.06,0.81,0.8,0.83,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,"Other communicable, maternal, neonatal, and nutritional diseases",1.42,1.5,1.67,2.09,2.32,1.55,1.14,1.13,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
25001,Cardiovascular diseases,395.19,363.06,304.28,292.78,262.47,226.61,204.5,207.04,215888.0,ND,ND,ND,ND,0.066,ND,ND,ND,ND
